,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,poster
1480,False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 27, 'name': 'Horror'}]",,7454,tt0252963,en,The Bunker,"In 1944, in the Belgian - German border, seven German soldiers survive an American attack in the front and lock themselves in a bunker to protect the position. Under siege by the enemy and with little ammunition, they decide to explore underground tunnels to seek supplies and find an escape route. While in the tunnel, weird things happen with the group.",4.415318,/i4B4UezWqgj34T4pGBeAWmiaW2j.jpg,"[{'name': 'Millennium Pictures', 'id': 2244}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-09-14,0.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,The Bunker,False,5.8,10.0,https://image.tmdb.org/t/p/w500/36uSPpF2zIlZGpEhQtEG4dP32Wo.jpg
1481,False,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",,41569,tt0402406,en,The Nomi Song,"Looks like an alien, sings like a diva - Klaus Nomi was one of the 1980s' most profoundly bizarre characters to emerge through rock music: a counter tenor who sang pop music like opera and brought opera to club audiences and made them like it. The Nomi Song is a film about fame, death, friendship, betrayal, opera, and the greatest New Wave rock star that never was!",0.468995,/v4kS8Su73qbOY0ghtvrwtBhJCZJ.jpg,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2004-03-23,0.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,The Nomi Song,False,6.7,5.0,
1482,False,"{'id': 437628, 'name': 'Constantine Collection', 'poster_path': None, 'backdrop_path': None}",100000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",http://constantinemovie.warnerbros.com/,561,tt0360486,en,Constantine,"John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.",9.615691,/qYTerimWp1t1zSEKknn9mByhwbX.jpg,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'DC Comics', 'id': 429}, {'name': 'Lonely Film Productions GmbH & Co. KG.', 'id': 430}, {'name': ""Donners' Company"", 'id': 431}, {'name': 'Branded Entertainment/Batfilm Productions', 'id': 432}, {'name': 'Weed Road Pictures', 'id': 433}, {'name': '3 Art Entertainment', 'id': 434}, {'name': 'Di Bonaventura Pictures', 'id': 435}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-02-08,230884728.0,121.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'tl', 'name': ''}]",Released,"Hell Wants Him, Heaven Won't Take Him, Earth Needs Him.",Constantine,False,6.6,1837.0,https://image.tmdb.org/t/p/w500/tIG8FwHRiHLOlWJdizp2oxdkSL2.jpg
1483,False,,0,"[{'id': 18, 'name': 'Drama'}]",,8340,tt0424227,fa,لاک‌پشت‌ها هم پرواز می‌کنند,Turtles can fly tells the story of a group of young children near the Turkey-Iran border. They clean up mines and wait for the Saddam regime to fall.,3.281608,/maoGbtfSERgqu6J9qvAz4fzse8Z.jpg,"[{'name': 'Bac Films', 'id': 208}, {'name': 'Mij Film Co.', 'id': 2440}]","[{'iso_3166_1': 'IR', 'name': 'Iran'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IQ', 'name': 'Iraq'}]",2005-01-07,0.0,98.0,"[{'iso_639_1': 'ku', 'name': ''}]",Released,,Turtles Can Fly,False,7.2,49.0,https://image.tmdb.org/t/p/w500/3W6CWf6FkSv3wzBdyKZuzwkXz6l.jpg
1484,False,,0,"[{'id': 18, 'name': 'Drama'}]",http://www.beautifulboxer-themovie.com/,6414,tt0401248,en,Beautiful Boxer,"Based on the true life story of a Thai who wishes to have a sex change operation to become a woman. to pay for this he enters the brutal world of Thai boxing, un-nerving his opponents by performing a makeup application ritual before each fight.",1.722765,/iYAqeCxPLrvOFfwERLQpCUqatRC.jpg,"[{'name': 'GMM Pictures Co.', 'id': 3255}]","[{'iso_3166_1': 'TH', 'name': 'Thailand'}]",2004-04-29,0.0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]",Released,,Beautiful Boxer,False,6.2,19.0,https://image.tmdb.org/t/p/w500/Afsp5bre27ffHgxkLIn4iqL7yb1.jpg
1485,False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",,1942,tt0058997,en,Bunny Lake Is Missing,"A woman reports that her young daughter is missing, but there seems to be no evidence that she ever existed.",11.74416,/oWqy17PgupwBbNBj6c45Br6MOEc.jpg,"[{'name': 'Wheel Productions', 'id': 800}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1965-10-03,0.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,No one admitted while the clock is ticking!,Bunny Lake Is Missing,False,6.6,35.0,https://image.tmdb.org/t/p/w500/moV8S6PFcFcUQBSxv2LS0wF7oN0.jpg
1486,False,"{'id': 3106, 'name': 'World of Watches Collection', 'poster_path': '/5k6kkMpPCDqelJ2X1RABHCbstE6.jpg', 'backdrop_path': '/nYLhKt0AdNr9IYT2K7p0U3HDY8k.jpg'}",4200000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,3040,tt0403358,ru,Ночной дозор,"Among normal humans live the ""Others"" possessing various supernatural powers. They are divided up into the forces of light and the forces of the dark, who signed a truce several centuries ago to end a devastating battle. Ever since, the forces of light govern the day while the night belongs to their dark opponents. In modern day Moscow the dark Others actually roam the night as vampires while a ""Night Watch"" of light forces, among them Anton, the movie's protagonist, try to control them and limit their outrage",8.803869,/9PU5tBWURGxFEydujd17GQRkA7G.jpg,"[{'name': 'Bazelevs Production', 'id': 1038}, {'name': 'Channel One Russia', 'id': 1039}, {'name': 'TABBAK', 'id': 1040}, {'name': 'The First Channel', 'id': 1272}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2004-06-27,32000000.0,114.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,All That Stands Between Light And Darkness Is The Night Watch.,Night Watch,False,6.3,212.0,https://image.tmdb.org/t/p/w500/d959xD2LkBztDnssJKR7M679SJ7.jpg
1487,False,"{'id': 87631, 'name': 'The Musketeers Collection', 'poster_path': '/kaRcbucpuJzVYqiu0fLg0qKdrS8.jpg', 'backdrop_path': None}",0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,2926,tt0072281,en,The Three Musketeers,"The young D'Artagnan arrives in Paris with dreams of becoming a king's musketeer. He meets and quarrels with three men, Athos, Porthos, and Aramis, each of whom challenges him to a duel. D'Artagnan finds out they are musketeers and is invited to join them in their efforts to oppose Cardinal Richelieu, who wishes to increase his already considerable power over the king. D'Artagnan must also juggle affairs with the charming Constance Bonancieux and the passionate Lady De Winter, a secret agent for the cardinal.",11.811966,/gDxGDpmY3Oo6gqYA848SVzNemmM.jpg,"[{'name': 'Film Trust S.A.', 'id': 1262}, {'name': 'Alexander Salkind', 'id': 1264}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1973-12-11,0.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,. . . One for All and All for Fun!,The Three Musketeers,False,6.8,71.0,https://image.tmdb.org/t/p/w500/58d0AkSzJGkfcGOG8UN8hrV6uux.jpg
1488,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://rialtopictures.com/masculine.html,4710,tt0060675,fr,Masculin féminin,"The film stars French New Wave icon Jean-Pierre Léaud as Paul, a romantic young idealist and literary lion-wannabe who chases budding pop star, Madeleine (Chantal Goya, a real life Yé-yé girl).",3.774605,/4O7rHIBEaKgBc0hY40qveukhSSl.jpg,"[{'name': 'Sandrews', 'id': 1728}, {'name': 'Argos Films', 'id': 6116}, {'name': 'Svensk Filmindustri (SF)', 'id': 6181}, {'name': 'Anouchka Films', 'id': 14679}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}, {'iso_3166_1': 'FR', 'name': 'France'}]",1966-03-22,0.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,Jean-Luc Godard's Swinging Look at Youth and Love in Paris Today!,Masculin Féminin,False,7.6,66.0,https://image.tmdb.org/t/p/w500/sMZPK47vaeG5DTOD7Dkyu6k3lFJ.jpg
1489,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,4974,tt0354356,fr,5x2,"As young French couple Gilles and Marion officially separate, we see, in reverse order, the milestone moments in their relationship: Gilles revealing his unfaithfulness at a tense dinner party; Marion giving birth to their premature son while Gilles is elsewhere; Gilles and Marion's joyous wedding; and, finally, the fateful moment when they meet as acquaintances at an Italian beach resort, and their love affair begins.",4.545971,/6zRdsS1wvQDSFU1c8T1e0mHpG6N.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",2004-09-01,0.0,90.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,Five Times Two,False,6.0,34.0,https://image.tmdb.org/t/p/w500/ToHe5BbOxhhmTx8txIJLM45ff8.jpg
1490,False,"{'id': 185682, 'name': 'The Adventures of Antoine Doinel', 'poster_path': '/66hyq0YtgBjrfT2kB1YJu33UDcy.jpg', 'backdrop_path': '/hT6f042PKqsMjt0t8vPEE7yocKj.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,258,tt0065651,fr,Domicile Conjugal,Bed and Board depicts Christine and Antoine having just gotten married yet things fall apart as they are unfaithful.,11.97502,/x0IRPIQsjESTJaxwKlwNZof8siG.jpg,"[{'name': 'Valoria Films', 'id': 72}, {'name': 'Fida cinematografica', 'id': 73}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1970-08-31,0.0,100.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Bed and Board,False,7.2,39.0,https://image.tmdb.org/t/p/w500/4MyxINPUlXyvOOGAS91EwNr2AOa.jpg
1491,False,"{'id': 256729, 'name': 'War Trilogy', 'poster_path': '/zQh90nJedtEhCTb2z5hRq927iVB.jpg', 'backdrop_path': None}",0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",,8016,tt0039417,it,Germania anno zero,"The final film in Rossellini's war film trilogy (the first two being Rome, Open City and Paisà). Germany Year Zero takes place in post-war Germany, unlike the others, which take place in German-occupied Rome and post-war Italy, respectively. The story follows a twelve-year-old boy, Edmund Kohler, who is mainly left to his own devices in order to survive and to help his family do the same.",2.666104,/9AVeFqXDUNhR1HDkjiIYcKmunr3.jpg,"[{'name': ""Produzione Salvo D'Angelo"", 'id': 2311}, {'name': 'Tevere Film', 'id': 2312}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1948-12-01,0.0,70.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"The country is obliterated, the buildings are dilapidated and the people are desolated.",Germany Year Zero,False,7.5,53.0,https://image.tmdb.org/t/p/w500/vblx2TkQFrBrEORsEssizgEqakT.jpg
1492,False,,0,"[{'id': 80, 'name': 'Crime'}]",,4235,tt0064169,fr,Le Clan des Siciliens,"Roger Santet is a convicted murderer sprung from prison by the Sicilian clan headed by the aging Vittorio Manalese. They conspire to steal a large cache of jewels from an exhibit in Rome. As they are preparing for the heist, the mobster's American friend Tony Nicosia suggests that a better way to get the rocks would be to hijack the transport plane while it is en route to New York. The dogged inspector Le Goff is using all the available resources to thwart their plans. Though the heist itself is successful, Santet finds himself trapped by the mob because of his fling with Manalese's daughter-in-law",4.844351,/evj7SjxKHWXyH77r1QZN1alJGMR.jpg,"[{'name': 'Les Productions Fox Europa', 'id': 1602}, {'name': 'Les Films du Siècle', 'id': 1603}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1969-12-01,0.0,125.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"Behind every gun is ""The Sicilian Clan!""",The Sicilian Clan,False,7.1,38.0,https://image.tmdb.org/t/p/w500/1gNfZauhTpNWRmwtKlJZBqT34fd.jpg
1493,False,,1400000,"[{'id': 18, 'name': 'Drama'}]",http://www.walkonwatermovie.com,26,tt0352994,he,LaLehet Al HaMayim,"Eyal, an Israeli Mossad agent, is given the mission to track down and kill the very old Alfred Himmelman, an ex-Nazi officer, who might still be alive. Pretending to be a tourist guide, he befriends his grandson Axel, in Israel to visit his sister Pia. The two men set out on a tour of the country during which, Axel challenges Eyal's values.",1.709996,/5BH0k5pauAqywpr4NL9nKYcKC6O.jpg,"[{'name': 'Lama Films', 'id': 15}, {'name': 'United King Films', 'id': 16}]","[{'iso_3166_1': 'IL', 'name': 'Israel'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",2004-02-05,0.0,103.0,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'tr', 'name': 'Türkçe'}]",Released,He was trained to hate until he met the enemy.,Walk on Water,False,6.5,20.0,https://image.tmdb.org/t/p/w500/z5YFbE9VVHwDXbXbqZdoO6THqPs.jpg
1494,False,,52000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,2026,tt0340163,en,Hostage,"When a mafia accountant is taken hostage on his beat, a police officer – wracked by guilt from a prior stint as a negotiator – must negotiate the standoff, even as his own family is held captive by the mob.",9.686638,/simhaVNOea3uhRUM0gT8WdidEto.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Cheyenne Enterprises', 'id': 890}, {'name': 'Yari Film Group', 'id': 2448}, {'name': 'Stratus Film Co.', 'id': 11027}, {'name': 'Syndicate Films International', 'id': 26947}, {'name': 'Equity Pictures Medienfonds GmbH & Co. KG II', 'id': 26948}, {'name': 'Hostage GmbH', 'id': 26949}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-03-10,77944725.0,113.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Every Second Counts,Hostage,False,6.2,519.0,https://image.tmdb.org/t/p/w500/aK1uB5c111DXSvPOrriizPoWwh9.jpg
1495,False,"{'id': 374509, 'name': 'Godzilla (Showa) Collection', 'poster_path': '/scvwS6k8gIW8w24UcmePQqVL10l.jpg', 'backdrop_path': '/dx9YSup5zEOjxYwG4UkYBVAZIXo.jpg'}",0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10769, 'name': 'Foreign'}]",,3115,tt0060464,ja,ゴジラ・エビラ・モスラ　南海の大決闘,"The 7th film in the Godzilla series. After being caught in a storm in the south seas, several teenagers and thief arrive on an island where natives have been enslaved by a terrorist organization.  They also discover a sleeping Godzilla and decide to wake him up to aid in their plan to free the natives.",2.099352,/jxRoai0ScRfYfjHHwSAAmVn2jns.jpg,"[{'name': 'Toho', 'id': 5897}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1966-12-17,0.0,87.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Godzilla vs. The Sea Monster,False,5.7,18.0,https://image.tmdb.org/t/p/w500/xQzDpV5edHLmCM3n15pcatHynOd.jpg
1496,False,"{'id': 374511, 'name': 'Godzilla (Heisei) Collection', 'poster_path': '/A25nYpiBlYlGdJSuAfN9oJ9Li39.jpg', 'backdrop_path': '/4Y5IXrcWuK1wA3PbeNU5y6Qd3zF.jpg'}",9500000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10769, 'name': 'Foreign'}, {'id': 878, 'name': 'Science Fiction'}]",,6593,tt0107027,ja,ゴジラvsメカゴジラ,"The United Nations assembles the ultimate weapon to defeat Godzilla, while scientists discover a fresh pteranodon egg on a remote Japanese island.",2.13239,/89uE2QQEWAiXgNBwMQX4PLKptN.jpg,"[{'name': 'Toho Film (Eiga) Co. Ltd.', 'id': 622}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1993-12-11,0.0,108.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,"In this fight, all will be over.",Godzilla vs. Mechagodzilla II,False,6.7,26.0,https://image.tmdb.org/t/p/w500/3MSnytu8RW5jpkAUc7rm9UQtpYU.jpg
1497,False,,0,"[{'id': 18, 'name': 'Drama'}]",,1918,tt0388311,he,Or,"Or shoulders a lot: she's 17 or 18, a student, works evenings at a restaurant, recycles cans and bottles for cash, and tries to keep her mother Ruthie from returning to streetwalking in Tel Aviv. Ruthie calls Or ""my treasure,"" but Ruthie is a burden. She's just out of hospital, weak, and Or has found her a job as a house cleaner. The call of the quick money on the street is tough for Ruthie to ignore. Or's emotions roil further when the mother of the youth she's in love with comes to the flat to warn her off. With love fading and Ruthie perhaps beyond help, Or's choices narrow.",0.787469,/k6LMFpoxm4OU1Moo0EcGgMHT9nj.jpg,"[{'name': 'Bizibi', 'id': 786}, {'name': 'Canal+', 'id': 5358}, {'name': 'Transfax Film Productions', 'id': 26629}]","[{'iso_3166_1': 'IL', 'name': 'Israel'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2004-09-09,0.0,95.0,"[{'iso_639_1': 'he', 'name': 'עִבְרִית'}]",Released,,Or (My Treasure),False,6.0,7.0,https://image.tmdb.org/t/p/w500/eo8P7QvjSI8nRv7u12Oe7OkCIYg.jpg
1498,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,1093,tt0051378,fr,Ascenseur pour l'échafaud,"The feature-film debut of famed director Louis Malle is an interesting, modern film noir with the classic theme of lovers plotting to kill the husband and make it look like suicide (reminiscent of The Postman Always Rings Twice). Jeanne Moreau gives an astonishing performance, perverse but naive as she leads her young lover down a path that can only lead to doom for both of them.",5.184701,/gwPV0aXkNyb33BcLTbYH6b1bxya.jpg,"[{'name': 'Nouvelles Éditions de Film', 'id': 661}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1958-01-29,263404.0,88.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Frantic for life and love - Frantic for excitement,Elevator to the Gallows,False,7.6,85.0,https://image.tmdb.org/t/p/w500/aTKvtg7KEXnbAPhQ2pF9KXO4oKM.jpg
1499,False,"{'id': 432, 'name': 'Cube Collection', 'poster_path': '/pRshONhwgQYb2IYcxhEIMDFc62d.jpg', 'backdrop_path': '/4SdZhO4M5vJ48dqp7r8PieZ37RJ.jpg'}",825000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,438,tt0377713,en,Cube Zero,Cube Zero is the third film in the trilogy yet this time instead of a film about people trapped in a deadly cube trying to get out we see it from the eyes of someone who is controlling the cube and the torture of the victims inside. When the nerd can’t stand to see a woman suffer he himself enters the cube to try and save her.,8.758493,/m6Vn1rysx6vmgJuy78Ih9QxFoOy.jpg,"[{'name': 'Mad Circus Films', 'id': 3547}, {'name': 'Lions Gate Entertainments', 'id': 7035}, {'name': 'Mr. X', 'id': 44323}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2004-10-15,0.0,97.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Every nightmare has a beginning.,Cube Zero,False,5.7,274.0,https://image.tmdb.org/t/p/w500/erA8i1SvSfq3f6he4cGucsqJR9E.jpg
1500,False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",,1589,tt0337631,en,The Boys from County Clare,Two feuding brothers and their respective Ceilidh bands compete at a music festival. Set in 1960's Ireland.,0.227122,/zHFYubK4XoG9L2rdWjNf4ODWvo8.jpg,"[{'name': 'Isle of Man Film Commission', 'id': 8719}, {'name': 'Studio Hamburg WorldWide Pictures', 'id': 8934}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2003-09-12,0.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Boys from County Clare,False,6.5,3.0,https://image.tmdb.org/t/p/w500/6INxMjS0Cny47NVeg4Cj92RNIbR.jpg
1501,False,,3500000,"[{'id': 28, 'name': 'Action'}]",,540,tt0367631,en,D.E.B.S.,The star of a team of teenage crime fighters falls for the alluring villainess she must bring to justice.,5.161493,/4VXECCSovzeF3TxpPnKs8L193FS.jpg,"[{'name': 'Destination Films', 'id': 769}, {'name': 'Andrea Sperling Productions', 'id': 2313}, {'name': 'Screen Gems', 'id': 3287}, {'name': 'Anonymous Content', 'id': 10039}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-01-21,0.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Evil is so totally busted!,D.E.B.S.,False,5.6,91.0,https://image.tmdb.org/t/p/w500/akHYUJUe8ZOi6uTTBubKiG9XqqJ.jpg
1502,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,32078,tt0042832,en,Panic in the Streets,"One night in the New Orleans slums, vicious hoodlum Blackie and his friends kill an illegal immigrant who won too much in a card game. Next morning, Dr. Clint Reed of the Public Health Service confirms the dead man had pneumonic plague. To prevent a catastrophic epidemic, Clint must find and inoculate the killers and their associates, with the reluctant aid of police captain Tom Warren, despite official skepticism, and in total secrecy, lest panic empty the city. Can a doctor turn detective? He has 48 hours to try...",8.164371,/xk9tqp17Fcd9IwA3q6SXPzq1yjG.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1950-06-12,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'el', 'name': 'ελληνικά'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Released,THE SCREEN'S GREATEST EXCITEMENT OF THE YEAR!,Panic in the Streets,False,7.1,24.0,https://image.tmdb.org/t/p/w500/4Od8hhDwKRzMdKcdi1nJz2p7HWw.jpg
1503,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,158,tt0119472,de,Knockin' on Heaven's Door,"Two young men, Martin and Rudi, both suffering from terminal cancer, get to know each other in a hospital room. They drown their desperation in tequila and decide to take one last trip to the sea. Drunk and still in pajamas they steal the first fancy car they find, a 60's Mercedes convertible. The car happens to belong to a bunch of gangsters, which immediately start to chase it, since it contains more than the pistol Martin finds in the glove box.",7.203307,/9Qnh5khKtaRq01dniIOCHniRfkZ.jpg,"[{'name': 'Touchstone', 'id': 7594}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}]",1997-02-20,0.0,87.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Knockin' on Heaven's Door,False,7.6,135.0,https://image.tmdb.org/t/p/w500/yXnlw2SB0QhYUC4QDyuRZh3CQlU.jpg
1504,False,,0,"[{'id': 18, 'name': 'Drama'}]",,1772,tt0101588,en,City of Hope,"This gritty inner-city film by John Sayles follows various people living in a troubled New Jersey setting, most notably Nick Rinaldi (Vincent Spano), a disillusioned contractor who has been helped along his whole life by his wealthy father (Tony Lo Bianco). Other characters in this ensemble drama about urban conflict and corruption include Asteroid , an unstable homeless person, and Wynn (Joe Morton), an idealistic young politician.",1.274819,/cVMP2A2x5kPQMghsCBKeqJOPDRy.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-10-11,0.0,129.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,City of Hope,False,5.3,4.0,https://image.tmdb.org/t/p/w500/4R41EloaBaYWWK32qWZtLqizjLk.jpg
1505,False,"{'id': 135179, 'name': 'Sin City Collection', 'poster_path': '/aGgHxGVmjssn7lw1ZucY5U2gI8K.jpg', 'backdrop_path': '/qs200GlvLNIQKUns6AIeLcJWtPT.jpg'}",40000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",http://www.miramax.com/movie/sin-city/,187,tt0401792,en,Sin City,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",15.010525,/vKJVGOKPyWqp9d2EX5NH1liqRqR.jpg,"[{'name': 'Dimension Films', 'id': 7405}, {'name': 'Troublemaker Studios', 'id': 10807}, {'name': 'Miramax', 'id': 53009}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-04-01,158733820.0,124.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Walk down the right back alley in Sin City and you can find anything...,Sin City,False,7.2,2755.0,https://image.tmdb.org/t/p/w500/lt1rGQSqhk2T2T4lHo6CTQYvoWP.jpg
1506,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,2029,tt0274155,en,Tanguy,No overview found.,3.36053,/mtHaAnTl8qQCCQv6bvg0g2DzXwY.jpg,"[{'name': 'Les Productions du Champ Poirier', 'id': 883}, {'name': 'TPS Cinéma', 'id': 884}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Téléma', 'id': 63893}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2001-11-21,0.0,108.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Tanguy,False,5.8,70.0,https://image.tmdb.org/t/p/w500/7QPpI6SPA6kfrRnP4EvzMjPsJwy.jpg
